wkid,latestWkid,macro,name,wkt,description,authority,version,deprecated
107922,107922,"PE_S_XT_PASIPHAE_2000","Pasiphae_2000_IAU_IAG","SPHEROID[""Pasiphae_2000_IAU_IAG"",18000.0,0.0]","Jupiter - Pasiphae","Esri","9.0.0","no"
107923,107923,"PE_S_XT_SINOPE_2000","Sinope_2000_IAU_IAG","SPHEROID[""Sinope_2000_IAU_IAG"",14000.0,0.0]","Jupiter - Sinope","Esri","9.0.0","no"
107924,107924,"PE_S_XT_THEBE_2000","Thebe_2000_IAU_IAG","SPHEROID[""Thebe_2000_IAU_IAG"",49300.0,0.0]","Jupiter - Thebe","Esri","9.0.0","no"
107925,107925,"PE_S_XT_SATURN_2000","Saturn_2000_IAU_IAG","SPHEROID[""Saturn_2000_IAU_IAG"",60268000.0,10.2079945799458]","Saturn","Esri","9.0.0","no"
107926,107926,"PE_S_XT_ATLAS_2000","Atlas_2000_IAU_IAG","SPHEROID[""Atlas_2000_IAU_IAG"",16000.0,0.0]","Saturn - Atlas","Esri","9.0.0","no"
107927,107927,"PE_S_XT_CALYPSO_2000","Calypso_2000_IAU_IAG","SPHEROID[""Calypso_2000_IAU_IAG"",9500.0,0.0]","Saturn - Calypso","Esri","9.0.0","no"
107928,107928,"PE_S_XT_DIONE_2000","Dione_2000_IAU_IAG","SPHEROID[""Dione_2000_IAU_IAG"",560000.0,0.0]","Saturn - Dione","Esri","9.0.0","no"
107929,107929,"PE_S_XT_ENCELADUS_2000","Enceladus_2000_IAU_IAG","SPHEROID[""Enceladus_2000_IAU_IAG"",249400.0,0.0]","Saturn - Enceladus","Esri","9.0.0","no"
107930,107930,"PE_S_XT_EPIMETHEUS_2000","Epimetheus_2000_IAU_IAG","SPHEROID[""Epimetheus_2000_IAU_IAG"",59500.0,0.0]","Saturn - Epimetheus","Esri","9.0.0","no"
107931,107931,"PE_S_XT_HELENE_2000","Helene_2000_IAU_IAG","SPHEROID[""Helene_2000_IAU_IAG"",16000.0,0.0]","Saturn - Helene","Esri","9.0.0","no"
107932,107932,"PE_S_XT_HYPERION_2000","Hyperion_2000_IAU_IAG","SPHEROID[""Hyperion_2000_IAU_IAG"",133000.0,0.0]","Saturn - Hyperion","Esri","9.0.0","no"
107933,107933,"PE_S_XT_IAPETUS_2000","Iapetus_2000_IAU_IAG","SPHEROID[""Iapetus_2000_IAU_IAG"",718000.0,0.0]","Saturn - Iapetus","Esri","9.0.0","no"
107934,107934,"PE_S_XT_JANUS_2000","Janus_2000_IAU_IAG","SPHEROID[""Janus_2000_IAU_IAG"",88800.0,0.0]","Saturn - Janus","Esri","9.0.0","no"
107935,107935,"PE_S_XT_MIMAS_2000","Mimas_2000_IAU_IAG","SPHEROID[""Mimas_2000_IAU_IAG"",198630.0,0.0]","Saturn - Mimas","Esri","9.0.0","no"
107936,107936,"PE_S_XT_PAN_2000","Pan_2000_IAU_IAG","SPHEROID[""Pan_2000_IAU_IAG"",10000.0,0.0]","Saturn - Pan","Esri","9.0.0","no"
107937,107937,"PE_S_XT_PANDORA_2000","Pandora_2000_IAU_IAG","SPHEROID[""Pandora_2000_IAU_IAG"",41900.0,0.0]","Saturn - Pandora","Esri","9.0.0","no"
107938,107938,"PE_S_XT_PHOEBE_2000","Phoebe_2000_IAU_IAG","SPHEROID[""Phoebe_2000_IAU_IAG"",110000.0,0.0]","Saturn - Phoebe","Esri","9.0.0","no"
107939,107939,"PE_S_XT_PROMETHEUS_2000","Prometheus_2000_IAU_IAG","SPHEROID[""Prometheus_2000_IAU_IAG"",50100.0,0.0]","Saturn - Prometheus","Esri","9.0.0","no"
107940,107940,"PE_S_XT_RHEA_2000","Rhea_2000_IAU_IAG","SPHEROID[""Rhea_2000_IAU_IAG"",764000.0,0.0]","Saturn - Rhea","Esri","9.0.0","no"
107941,107941,"PE_S_XT_TELESTO_2000","Telesto_2000_IAU_IAG","SPHEROID[""Telesto_2000_IAU_IAG"",11000.0,0.0]","Saturn - Telesto","Esri","9.0.0","no"
107942,107942,"PE_S_XT_TETHYS_2000","Tethys_2000_IAU_IAG","SPHEROID[""Tethys_2000_IAU_IAG"",529800.0,0.0]","Saturn - Tethys","Esri","9.0.0","no"
107943,107943,"PE_S_XT_TITAN_2000","Titan_2000_IAU_IAG","SPHEROID[""Titan_2000_IAU_IAG"",2575000.0,0.0]","Saturn - Titan","Esri","9.0.0","no"
107944,107944,"PE_S_XT_URANUS_2000","Uranus_2000_IAU_IAG","SPHEROID[""Uranus_2000_IAU_IAG"",25559000.0,43.61604095563141]","Uranus","Esri","9.0.0","no"
107945,107945,"PE_S_XT_ARIEL_2000","Ariel_2000_IAU_IAG","SPHEROID[""Ariel_2000_IAU_IAG"",578900.0,0.0]","Uranus - Ariel","Esri","9.0.0","no"
107946,107946,"PE_S_XT_BELINDA_2000","Belinda_2000_IAU_IAG","SPHEROID[""Belinda_2000_IAU_IAG"",33000.0,0.0]","Uranus - Belinda","Esri","9.0.0","no"
107947,107947,"PE_S_XT_BIANCA_2000","Bianca_2000_IAU_IAG","SPHEROID[""Bianca_2000_IAU_IAG"",21000.0,0.0]","Uranus - Bianca","Esri","9.0.0","no"
107948,107948,"PE_S_XT_CORDELIA_2000","Cordelia_2000_IAU_IAG","SPHEROID[""Cordelia_2000_IAU_IAG"",13000.0,0.0]","Uranus - Cordelia","Esri","9.0.0","no"
107949,107949,"PE_S_XT_CRESSIDA_2000","Cressida_2000_IAU_IAG","SPHEROID[""Cressida_2000_IAU_IAG"",31000.0,0.0]","Uranus - Cressida","Esri","9.0.0","no"
107950,107950,"PE_S_XT_DESDEMONA_2000","Desdemona_2000_IAU_IAG","SPHEROID[""Desdemona_2000_IAU_IAG"",27000.0,0.0]","Uranus - Desdemona","Esri","9.0.0","no"
107951,107951,"PE_S_XT_JULIET_2000","Juliet_2000_IAU_IAG","SPHEROID[""Juliet_2000_IAU_IAG"",42000.0,0.0]","Uranus - Juliet","Esri","9.0.0","no"
107952,107952,"PE_S_XT_MIRANDA_2000","Miranda_2000_IAU_IAG","SPHEROID[""Miranda_2000_IAU_IAG"",235800.0,0.0]","Uranus - Miranda","Esri","9.0.0","no"
107953,107953,"PE_S_XT_OBERON_2000","Oberon_2000_IAU_IAG","SPHEROID[""Oberon_2000_IAU_IAG"",761400.0,0.0]","Uranus - Oberon","Esri","9.0.0","no"
107954,107954,"PE_S_XT_OPHELIA_2000","Ophelia_2000_IAU_IAG","SPHEROID[""Ophelia_2000_IAU_IAG"",15000.0,0.0]","Uranus - Ophelia","Esri","9.0.0","no"
107955,107955,"PE_S_XT_PORTIA_2000","Portia_2000_IAU_IAG","SPHEROID[""Portia_2000_IAU_IAG"",54000.0,0.0]","Uranus - Portia","Esri","9.0.0","no"
107956,107956,"PE_S_XT_PUCK_2000","Puck_2000_IAU_IAG","SPHEROID[""Puck_2000_IAU_IAG"",77000.0,0.0]","Uranus - Puck","Esri","9.0.0","no"
107957,107957,"PE_S_XT_ROSALIND_2000","Rosalind_2000_IAU_IAG","SPHEROID[""Rosalind_2000_IAU_IAG"",27000.0,0.0]","Uranus - Rosalind","Esri","9.0.0","no"
107958,107958,"PE_S_XT_TITANIA_2000","Titania_2000_IAU_IAG","SPHEROID[""Titania_2000_IAU_IAG"",788900.0,0.0]","Uranus - Titania","Esri","9.0.0","no"
107959,107959,"PE_S_XT_UMBRIEL_2000","Umbriel_2000_IAU_IAG","SPHEROID[""Umbriel_2000_IAU_IAG"",584700.0,0.0]","Uranus - Umbriel","Esri","9.0.0","no"
107960,107960,"PE_S_XT_NEPTUNE_2000","Neptune_2000_IAU_IAG","SPHEROID[""Neptune_2000_IAU_IAG"",24764000.0,58.54373522458629]","Neptune","Esri","9.0.0","no"
107961,107961,"PE_S_XT_DESPINA_2000","Despina_2000_IAU_IAG","SPHEROID[""Despina_2000_IAU_IAG"",74000.0,0.0]","Neptune - Despina","Esri","9.0.0","no"
107962,107962,"PE_S_XT_GALATEA_2000","Galatea_2000_IAU_IAG","SPHEROID[""Galatea_2000_IAU_IAG"",79000.0,0.0]","Neptune - Galatea","Esri","9.0.0","no"
107963,107963,"PE_S_XT_LARISSA_2000","Larissa_2000_IAU_IAG","SPHEROID[""Larissa_2000_IAU_IAG"",104000.0,6.933333333333334]","Neptune - Larissa","Esri","9.0.0","no"
107964,107964,"PE_S_XT_NAIAD_2000","Naiad_2000_IAU_IAG","SPHEROID[""Naiad_2000_IAU_IAG"",29000.0,0.0]","Neptune - Naiad","Esri","9.0.0","no"
107965,107965,"PE_S_XT_NEREID_2000","Nereid_2000_IAU_IAG","SPHEROID[""Nereid_2000_IAU_IAG"",170000.0,0.0]","Neptune - Nereid","Esri","9.0.0","no"
107966,107966,"PE_S_XT_PROTEUS_2000","Proteus_2000_IAU_IAG","SPHEROID[""Proteus_2000_IAU_IAG"",208000.0,0.0]","Neptune - Proteus","Esri","9.0.0","no"
107967,107967,"PE_S_XT_THALASSA_2000","Thalassa_2000_IAU_IAG","SPHEROID[""Thalassa_2000_IAU_IAG"",40000.0,0.0]","Neptune - Thalassa","Esri","9.0.0","no"
107968,107968,"PE_S_XT_TRITON_2000","Triton_2000_IAU_IAG","SPHEROID[""Triton_2000_IAU_IAG"",1352600.0,0.0]","Neptune - Triton","Esri","9.0.0","no"
107969,107969,"PE_S_XT_PLUTO_2000","Pluto_2000_IAU_IAG","SPHEROID[""Pluto_2000_IAU_IAG"",1195000.0,0.0]","Pluto","Esri","9.0.0","no"
107970,107970,"PE_S_XT_CHARON_2000","Charon_2000_IAU_IAG","SPHEROID[""Charon_2000_IAU_IAG"",593000.0,0.0]","Pluto - Charon","Esri","9.0.0","no"
107971,107971,"PE_S_MARS_2000_SPHERE","Mars_2000_(Sphere)","SPHEROID[""Mars_2000_(Sphere)"",3396190.0,0.0]","Mars 2000 (Sphere)","Esri","10.5.1","no"
107972,107972,"PE_S_1_CERES_2015","1_Ceres_2015","SPHEROID[""1_Ceres_2015"",470000.0,0.0]","1 Ceres 2015","Esri","10.5.1","no"
107973,107973,"PE_S_4_VESTA_2015","4_Vesta_2015","SPHEROID[""4_Vesta_2015"",255000.0,0.0]","4 Vesta 2015","Esri","10.5.1","no"
107974,107974,"PE_S_MERCURY_2015","Mercury_2015","SPHEROID[""Mercury_2015"",2439400.0,0.0]","Mercury 2015","Esri","10.5.1","no"
107975,107975,"PE_S_XT_SUN_2015","Sun_2015","SPHEROID[""Sun_2015"",695700000.0,0.0]","Sun IAU 2015","Esri","10.7.0","no"
