wkid,latestWkid,macro,name,wkt,wkt2,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,epoch,model
115707,115707,"PE_VCS_CIGD11","CIGD11","VERTCS[""CIGD11"",DATUM[""D_Cayman_Islands_Geodetic_Datum_2011"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""CIGD11"",DATUM[""D_Cayman_Islands_Geodetic_Datum_2011"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","CIGD11 ellipsoid height","Esri","10.4.0","no","Cayman Islands",17.58,20.68,-83.6,-78.72,,""
115708,115708,"PE_VCS_CR05","CR05","VERTCS[""CR05"",DATUM[""D_Costa_Rica_2005"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""CR05"",DATUM[""D_Costa_Rica_2005"",ELLIPSOID[""WGS_1984"",6378137.0,298.257223563,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","CR05 ellipsoid height","Esri","10.4.0","no","Costa Rica",2.15,11.77,-90.45,-81.43,,""
115709,115709,"PE_VCS_DB_REF","DB_REF","VERTCS[""DB_REF"",DATUM[""D_Deutsche_Bahn_Reference_System"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""DB_REF"",DATUM[""D_Deutsche_Bahn_Reference_System"",ELLIPSOID[""Bessel_1841"",6377397.155,299.1528128,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","DB-REF ellipsoid height","Esri","10.4.0","no","Germany - onshore",47.27,55.09,5.86,15.04,,""
115710,115710,"PE_VCS_DGN_1995","DGN_1995","VERTCS[""DGN_1995"",DATUM[""D_Datum_Geodesi_Nasional_1995"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""DGN_1995"",DATUM[""D_Datum_Geodesi_Nasional_1995"",ELLIPSOID[""WGS_1984"",6378137.0,298.257223563,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","DGN 1995 ellipsoid height","Esri","10.4.0","no","Indonesia",-13.95,7.79,92.01,141.46,,""
115711,115711,"PE_VCS_DRUKREF_03","DRUKREF_03","VERTCS[""DRUKREF_03"",DATUM[""D_Bhutan_National_Geodetic_Datum"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""DRUKREF_03"",DATUM[""D_Bhutan_National_Geodetic_Datum"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","DRUKREF 03 ellipsoid height","Esri","10.4.0","no","Bhutan",26.7,28.33,88.74,92.13,,""
115712,115712,"PE_VCS_ESTONIA_1997","Estonia_1997","VERTCS[""Estonia_1997"",DATUM[""D_Estonia_1997"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Estonia_1997"",DATUM[""D_Estonia_1997"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","Estonia 1997 ellipsoid height","Esri","10.4.0","no","Estonia",57.52,60.0,20.37,28.2,,""
115713,115713,"PE_VCS_EUREF_FIN","EUREF_FIN","VERTCS[""EUREF_FIN"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""EUREF_FIN"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","EUREF-FIN ellipsoid height","Esri","10.4.0","no","Finland",58.84,70.09,19.08,31.59,,""
115714,115714,"PE_VCS_FEH2010","FEH2010","VERTCS[""FEH2010"",DATUM[""D_Fehmarnbelt_Datum_2010"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""FEH2010"",DATUM[""D_Fehmarnbelt_Datum_2010"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","FEH2010 ellipsoid height","Esri","10.4.0","no","Europe - Fehmarnbelt outer",54.33,54.83,10.66,12.01,,""
115715,115715,"PE_VCS_GDA_1994","GDA_1994","VERTCS[""GDA_1994"",DATUM[""D_GDA_1994"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""GDA_1994"",DATUM[""D_GDA_1994"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","GDA 1994 ellipsoid height","Esri","10.4.0","no","Australia - GDA",-60.55,-8.47,93.41,173.34,,""
115716,115716,"PE_VCS_GDBD2009","GDBD2009","VERTCS[""GDBD2009"",DATUM[""D_GDBD2009"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""GDBD2009"",DATUM[""D_GDBD2009"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","GDBD2009 ellipsoid height","Esri","10.4.0","no","Brunei",4.01,6.31,112.37,115.37,,""
115717,115717,"PE_VCS_GDM_2000","GDM_2000","VERTCS[""GDM_2000"",DATUM[""D_GDM_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""GDM_2000"",DATUM[""D_GDM_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","GDM 2000 ellipsoid height","Esri","10.4.0","no","Malaysia",0.85,7.81,98.02,119.61,,""
115718,115718,"PE_VCS_GREENLAND_1996","Greenland_1996","VERTCS[""Greenland_1996"",DATUM[""D_Greenland_1996"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Greenland_1996"",DATUM[""D_Greenland_1996"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","Greenland 1996 ellipsoid height","Esri","10.4.0","no","Greenland",56.38,87.02,-75.0,7.99,,""
115719,115719,"PE_VCS_HARTEBEESTHOEK94","Hartebeesthoek_1994","VERTCS[""Hartebeesthoek_1994"",DATUM[""D_Hartebeesthoek_1994"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Hartebeesthoek_1994"",DATUM[""D_Hartebeesthoek_1994"",ELLIPSOID[""WGS_1984"",6378137.0,298.257223563,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","Hartebeesthoek94 ellipsoid height","Esri","10.4.0","no","Africa - South Africa, Lesotho and Eswatini.",-50.32,-22.13,13.33,42.85,,""
115720,115720,"PE_VCS_IGD05","IGD05","VERTCS[""IGD05"",DATUM[""Israel_Geodetic_Datum_2005"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGD05"",DATUM[""Israel_Geodetic_Datum_2005"",ELLIPSOID[""WGS_1984"",6378137.0,298.257223563,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGD05 ellipsoid height","Esri","10.4.0","no","Israel",29.45,33.53,32.99,35.69,,""
115721,115721,"PE_VCS_IG05_INTERM_CRS","IG05_Intermediate_CRS","VERTCS[""IG05_Intermediate_CRS"",DATUM[""IG05_Intermediate_Datum"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IG05_Intermediate_CRS"",DATUM[""IG05_Intermediate_Datum"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IG05 Intermediate CRS ellipsoid height","Esri","10.4.0","no","Asia - Middle East - Israel and Palestine Territory onshore",29.45,33.28,34.17,35.69,,""
115722,115722,"PE_VCS_IGD05_2012","IGD05(2012)","VERTCS[""IGD05(2012)"",DATUM[""Israeli_Geodetic_Datum_2005(2012)"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGD05(2012)"",DATUM[""Israeli_Geodetic_Datum_2005(2012)"",ELLIPSOID[""WGS_1984"",6378137.0,298.257223563,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGD05(2012) ellipsoid height","Esri","10.4.0","no","Israel",29.45,33.53,32.99,35.69,,""
115723,115723,"PE_VCS_IG05_2012_INTERM_CRS","IG05(2012)_Intermediate_CRS","VERTCS[""IG05(2012)_Intermediate_CRS"",DATUM[""IG05(2012)_Intermediate_Datum"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IG05(2012)_Intermediate_CRS"",DATUM[""IG05(2012)_Intermediate_Datum"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IG05(2012) Intermediate CRS ellipsoid height","Esri","10.4.0","no","Asia - Middle East - Israel and Palestine Territory onshore",29.45,33.28,34.17,35.69,,""
115724,115724,"PE_VCS_IGM_1995","IGM_1995","VERTCS[""IGM_1995"",DATUM[""D_IGM_1995"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGM_1995"",DATUM[""D_IGM_1995"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGM 1995 ellipsoid height","Esri","10.4.0","no","Italy - including San Marino and Vatican",34.76,47.1,5.93,18.99,,""
115725,115725,"PE_VCS_IGRS","IGRS","VERTCS[""IGRS"",DATUM[""D_Iraqi_Geospatial_Reference_System"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGRS"",DATUM[""D_Iraqi_Geospatial_Reference_System"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGRS ellipsoid height","Esri","10.4.0","no","Iraq",29.06,37.39,38.79,48.75,,""
115726,115726,"PE_VCS_IRENET95","IRENET95","VERTCS[""IRENET95"",DATUM[""D_IRENET95"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IRENET95"",DATUM[""D_IRENET95"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IRENET95 ellipsoid height","Esri","10.4.0","no","Europe - Ireland (Republic and Ulster) - onshore",51.39,55.43,-10.56,-5.34,,""
115727,115727,"PE_VCS_ISN_1993","ISN_1993","VERTCS[""ISN_1993"",DATUM[""D_Islands_Network_1993"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ISN_1993"",DATUM[""D_Islands_Network_1993"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ISN 1993 ellipsoid height","Esri","10.4.0","no","Iceland",59.96,69.59,-30.87,-5.55,,""
115728,115728,"PE_VCS_ISN_2004","ISN_2004","VERTCS[""ISN_2004"",DATUM[""D_Islands_Network_2004"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ISN_2004"",DATUM[""D_Islands_Network_2004"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ISN 2004 ellipsoid height","Esri","10.4.0","no","Iceland",59.96,69.59,-30.87,-5.55,,""
115729,115729,"PE_VCS_ITRF_1988","ITRF_1988","VERTCS[""ITRF_1988"",DATUM[""D_ITRF_1988"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_1988"",DATUM[""D_ITRF_1988"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 1988 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115730,115730,"PE_VCS_ITRF_1989","ITRF_1989","VERTCS[""ITRF_1989"",DATUM[""D_ITRF_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_1989"",DATUM[""D_ITRF_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 1989 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115731,115731,"PE_VCS_ITRF_1990","ITRF_1990","VERTCS[""ITRF_1990"",DATUM[""D_ITRF_1990"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_1990"",DATUM[""D_ITRF_1990"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 1990 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115732,115732,"PE_VCS_ITRF_1991","ITRF_1991","VERTCS[""ITRF_1991"",DATUM[""D_ITRF_1991"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_1991"",DATUM[""D_ITRF_1991"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 1991 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115733,115733,"PE_VCS_ITRF_1992","ITRF_1992","VERTCS[""ITRF_1992"",DATUM[""D_ITRF_1992"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_1992"",DATUM[""D_ITRF_1992"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 1992 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115734,115734,"PE_VCS_ITRF_1993","ITRF_1993","VERTCS[""ITRF_1993"",DATUM[""D_ITRF_1993"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_1993"",DATUM[""D_ITRF_1993"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 1993 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115735,115735,"PE_VCS_ITRF_1996","ITRF_1996","VERTCS[""ITRF_1996"",DATUM[""D_ITRF_1996"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_1996"",DATUM[""D_ITRF_1996"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 1996 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115736,115736,"PE_VCS_ITRF_1997","ITRF_1997","VERTCS[""ITRF_1997"",DATUM[""D_ITRF_1997"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_1997"",DATUM[""D_ITRF_1997"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 1997 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115737,115737,"PE_VCS_ITRF_2000","ITRF_2000","VERTCS[""ITRF_2000"",DATUM[""D_ITRF_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_2000"",DATUM[""D_ITRF_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 2000 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115738,115738,"PE_VCS_ITRF_2005","ITRF_2005","VERTCS[""ITRF_2005"",DATUM[""D_ITRF_2005"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ITRF_2005"",DATUM[""D_ITRF_2005"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ITRF 2005 ellipsoid height","Esri","10.4.0","no","World",-90.0,90.0,-180.0,180.0,,""
115739,115739,"PE_VCS_JAD_2001","JAD_2001","VERTCS[""JAD_2001"",DATUM[""D_Jamaica_2001"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""JAD_2001"",DATUM[""D_Jamaica_2001"",ELLIPSOID[""WGS_1984"",6378137.0,298.257223563,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","JAD 2001 ellipsoid height","Esri","10.4.0","no","Jamaica",14.08,19.36,-80.6,-74.51,,""
115740,115740,"PE_VCS_JGD_2000","JGD_2000","VERTCS[""JGD_2000"",DATUM[""D_JGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""JGD_2000"",DATUM[""D_JGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","JGD 2000 ellipsoid height","Esri","10.4.0","no","Japan",17.09,46.05,122.38,157.65,,""
115741,115741,"PE_VCS_JGD_2011","JGD_2011","VERTCS[""JGD_2011"",DATUM[""D_JGD_2011"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""JGD_2011"",DATUM[""D_JGD_2011"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","JGD 2011 ellipsoid height","Esri","10.4.0","no","Japan",17.09,46.05,122.38,157.65,,""
115742,115742,"PE_VCS_KOREA_2000","KGD2002","VERTCS[""KGD2002"",DATUM[""D_Korea_Geodetic_Datum_2002"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""KGD2002"",DATUM[""D_Korea_Geodetic_Datum_2002"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","KGD2002 ellipsoid height","Esri","10.4.0","no","Korea, Republic of (South Korea)",28.6,40.27,122.71,134.28,,""
115743,115743,"PE_VCS_LAO_1997","Lao_1997","VERTCS[""Lao_1997"",DATUM[""D_Lao_National_Datum_1997"",SPHEROID[""Krasovsky_1940"",6378245.0,298.3]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Lao_1997"",DATUM[""D_Lao_National_Datum_1997"",ELLIPSOID[""Krasovsky_1940"",6378245.0,298.3,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","Lao 1997 ellipsoid height","Esri","10.4.0","no","Laos",13.92,22.5,100.09,107.64,,""
115744,115744,"PE_VCS_LGD2006","LGD2006","VERTCS[""LGD2006"",DATUM[""D_Libyan_Geodetic_Datum_2006"",SPHEROID[""International_1924"",6378388.0,297.0]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""LGD2006"",DATUM[""D_Libyan_Geodetic_Datum_2006"",ELLIPSOID[""International_1924"",6378388.0,297.0,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","LGD2006 ellipsoid height","Esri","10.4.0","no","Libya",19.5,35.23,9.31,26.21,,""
115745,115745,"PE_VCS_LKS_1992","LKS_1992","VERTCS[""LKS_1992"",DATUM[""D_Latvia_1992"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""LKS_1992"",DATUM[""D_Latvia_1992"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","LKS 1992 ellipsoid height","Esri","10.4.0","no","Latvia",55.67,58.09,19.06,28.24,,""
115746,115746,"PE_VCS_LKS_1994","LKS_1994","VERTCS[""LKS_1994"",DATUM[""D_Lithuania_1994"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""LKS_1994"",DATUM[""D_Lithuania_1994"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","LKS 1994 ellipsoid height","Esri","10.4.0","no","Lithuania",53.89,56.45,19.02,26.82,,""
