wkid,latestWkid,macro,name,wkt,wkt2,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,accuracy
110072,110072,"PE_VT_ONE_TREE_POINT_HT_TO_NZGD2000_HT_1","One_Tree_Point_1964_Height_To_NZGD2000_Height_1","VERTTRAN[""One_Tree_Point_1964_Height_To_NZGD2000_Height_1"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""One_Tree_Point"",VDATUM[""One_Tree_Point""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_one_tree_point_1964_to_nzgd2000"",0.0],OPERATIONACCURACY[0.11]]","COORDINATEOPERATION[""One_Tree_Point_1964_Height_To_NZGD2000_Height_1"",SOURCECRS[VERTCRS[""One_Tree_Point"",VDATUM[""One_Tree_Point""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NZGD_2000"",DATUM[""D_NZGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""one_tree_point_1964_to_nzgd2000""],OPERATIONACCURACY[0.11],ID[""Esri"",""110072""]]","One Tree Point 1964 (ht) to NZGD2000 (ht) (1)","Esri","10.6.0","no","New Zealand - North Island - One Tree vcrs",-36.41,-34.36,172.61,174.83,0.11
110073,110073,"PE_VT_STEWART_ISLAND_HT_TO_NZGD2000_HT_1","Stewart_Island_1977_Height_To_NZGD2000_Height_1","VERTTRAN[""Stewart_Island_1977_Height_To_NZGD2000_Height_1"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Stewart_Island"",VDATUM[""Stewart_Island""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_stewart_island_1977_to_nzgd2000"",0.0],OPERATIONACCURACY[0.28]]","COORDINATEOPERATION[""Stewart_Island_1977_Height_To_NZGD2000_Height_1"",SOURCECRS[VERTCRS[""Stewart_Island"",VDATUM[""Stewart_Island""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NZGD_2000"",DATUM[""D_NZGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""stewart_island_1977_to_nzgd2000""],OPERATIONACCURACY[0.28],ID[""Esri"",""110073""]]","Stewart Island 1977 (ht) to NZGD2000 (ht) (1)","Esri","10.6.0","no","New Zealand - Stewart Island",-47.33,-46.63,167.29,168.34,0.28
110074,110074,"PE_VT_TARANAKI_HT_TO_NZGD2000_HT_1","Taranaki_1970_Height_To_NZGD2000_Height_1","VERTTRAN[""Taranaki_1970_Height_To_NZGD2000_Height_1"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Taranaki"",VDATUM[""Taranaki""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_taranaki_1970_to_nzgd2000"",0.0],OPERATIONACCURACY[0.12]]","COORDINATEOPERATION[""Taranaki_1970_Height_To_NZGD2000_Height_1"",SOURCECRS[VERTCRS[""Taranaki"",VDATUM[""Taranaki""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NZGD_2000"",DATUM[""D_NZGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""taranaki_1970_to_nzgd2000""],OPERATIONACCURACY[0.12],ID[""Esri"",""110074""]]","Taranaki 1970 (ht) to NZGD2000 (ht) (1)","Esri","10.6.0","no","New Zealand - North Island - Taranaki vcrs",-39.92,-38.41,173.68,174.95,0.12
110075,110075,"PE_VT_WELLINGTON_HT_TO_NZGD2000_HT_1","Wellington_1953_Height_To_NZGD2000_Height_1","VERTTRAN[""Wellington_1953_Height_To_NZGD2000_Height_1"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Wellington"",VDATUM[""Wellington""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_wellington_1953_to_nzgd2000"",0.0],OPERATIONACCURACY[0.12]]","COORDINATEOPERATION[""Wellington_1953_Height_To_NZGD2000_Height_1"",SOURCECRS[VERTCRS[""Wellington"",VDATUM[""Wellington""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NZGD_2000"",DATUM[""D_NZGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""wellington_1953_to_nzgd2000""],OPERATIONACCURACY[0.12],ID[""Esri"",""110075""]]","Wellington 1953 (ht) to NZGD2000 (ht) (1)","Esri","10.6.0","no","New Zealand - North Island - Wellington vcrs",-41.67,-40.12,174.52,176.55,0.12
110076,110076,"PE_VT_CHTRF95_TO_LHN95","CHTRF95_To_LHN95_Height","VERTTRAN[""CHTRF95_To_LHN95_Height"",GEOGCS[""GCS_Swiss_TRF_1995"",DATUM[""D_Swiss_TRF_1995"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Swiss_TRF_1995"",DATUM[""D_Swiss_TRF_1995"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""LHN95"",VDATUM[""Landeshohennetz_1995""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Interpolation_Type"",30.0],PARAMETER[""Dataset_chgeo2004_ETRS"",0.0],OPERATIONACCURACY[0.03]]","COORDINATEOPERATION[""CHTRF95_To_LHN95_Height"",SOURCECRS[VERTCRS[""Swiss_TRF_1995"",DATUM[""D_Swiss_TRF_1995"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""LHN95"",VDATUM[""Landeshohennetz_1995""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_Swiss_TRF_1995"",DATUM[""D_Swiss_TRF_1995"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETER[""Interpolation_Type"",30.0,SCALEUNIT[""Unity"",1.0]],PARAMETERFILE[""chgeo2004_ETRS""],OPERATIONACCURACY[0.03],ID[""Esri"",""110076""]]","Liechtenstein, Switzerland; CHTRF95 to LHN95 height","Esri","10.6.1","no","Europe - Liechtenstein and Switzerland",45.81,47.81,5.95,10.5,0.03
110077,110077,"PE_VT_NGVD29_HT_M_TO_NAVD88_HT_NAD83_ECW","NGVD29_ht_(m)_To_NAVD88_ht_NAD83_ECW","VERTTRAN[""NGVD29_ht_(m)_To_NAVD88_ht_NAD83_ECW"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NGVD_1929_height_(m)"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""VERTCON""],PARAMETER[""Dataset_vertconecw.94"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NGVD29_ht_(m)_To_NAVD88_ht_NAD83_ECW"",SOURCECRS[VERTCRS[""NGVD_1929_height_(m)"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""VERTCON""],PARAMETERFILE[""vertconecw.94""],OPERATIONACCURACY[0.02],ID[""Esri"",""110077""]]","USA - CONUS - onshore","Esri","10.8.0","yes","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,0.02
110078,110078,"PE_VT_NGVD29_HT_M_TO_NAVD88_HT_2011_ECW","NGVD29_ht_(m)_To_NAVD88_ht_2011_ECW","VERTTRAN[""NGVD29_ht_(m)_To_NAVD88_ht_2011_ECW"",GEOGCS[""GCS_NAD_1983_2011"",DATUM[""D_NAD_1983_2011"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NGVD_1929_height_(m)"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""VERTCON""],PARAMETER[""Dataset_vertconecw.94"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NGVD29_ht_(m)_To_NAVD88_ht_2011_ECW"",SOURCECRS[VERTCRS[""NGVD_1929_height_(m)"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NAD_1983_2011"",DYNAMIC[FRAMEEPOCH[2010.0],MODEL[""HTDP""]],DATUM[""D_NAD_1983_2011"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101],ANCHOREPOCH[2010.0]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""VERTCON""],PARAMETERFILE[""vertconecw.94""],OPERATIONACCURACY[0.02],ID[""Esri"",""110078""]]","USA - CONUS - onshore","Esri","10.8.0","yes","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,0.02
110079,110079,"PE_VT_NGVD29_HT_M_TO_NAVD88_HT_USFT_2011_ECW","NGVD29_ht_(m)_To_NAVD88_ht_USFT_2011_ECW","VERTTRAN[""NGVD29_ht_(m)_To_NAVD88_ht_USFT_2011_ECW"",GEOGCS[""GCS_NAD_1983_2011"",DATUM[""D_NAD_1983_2011"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NGVD_1929_height_(m)"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VTMETHOD[""VERTCON""],PARAMETER[""Dataset_vertconecw.94"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NGVD29_ht_(m)_To_NAVD88_ht_USFT_2011_ECW"",SOURCECRS[VERTCRS[""NGVD_1929_height_(m)"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD88_height_(ftUS)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NAD_1983_2011"",DYNAMIC[FRAMEEPOCH[2010.0],MODEL[""HTDP""]],DATUM[""D_NAD_1983_2011"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101],ANCHOREPOCH[2010.0]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""VERTCON""],PARAMETERFILE[""vertconecw.94""],OPERATIONACCURACY[0.02],ID[""Esri"",""110079""]]","USA - CONUS - onshore - deprecated","Esri","10.8.0","yes","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,0.02
110080,110080,"PE_VT_NGVD29_HT_TO_NAVD88_HT_IFT_NAD83_ECW","NGVD29_ht_To_NAVD88_ht_IntlFt_NAD83_ECW","VERTTRAN[""NGVD29_ht_To_NAVD88_ht_IntlFt_NAD83_ECW"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NGVD_1929"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VERTCS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot"",0.3048]],VTMETHOD[""VERTCON""],PARAMETER[""Dataset_vertconecw.94"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NGVD29_ht_To_NAVD88_ht_IntlFt_NAD83_ECW"",SOURCECRS[VERTCRS[""NGVD_1929"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],TARGETCRS[VERTCRS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot"",0.3048]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""VERTCON""],PARAMETERFILE[""vertconecw.94""],OPERATIONACCURACY[0.02],ID[""Esri"",""110080""]]","USA - CONUS - onshore - deprecated","Esri","10.8.0","yes","USA - onshore - AZ MI MT ND OR SC",31.33,49.01,-124.6,-78.52,0.02
110081,110081,"PE_VT_NGVD29_HT_TO_NAVD88_HT_IFT_2011_ECW","NGVD29_ht_To_NAVD88_ht_IntlFt_2011_ECW","VERTTRAN[""NGVD29_ht_To_NAVD88_ht_IntlFt_2011_ECW"",GEOGCS[""GCS_NAD_1983_2011"",DATUM[""D_NAD_1983_2011"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NGVD_1929"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_US"",0.3048006096012192]],VERTCS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot"",0.3048]],VTMETHOD[""VERTCON""],PARAMETER[""Dataset_vertconecw.94"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NGVD29_ht_To_NAVD88_ht_IntlFt_2011_ECW"",SOURCECRS[VERTCRS[""NGVD_1929"",VDATUM[""National_Geodetic_Vertical_Datum_1929""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_US"",0.3048006096012192]]]],TARGETCRS[VERTCRS[""NAVD88_height_(ftIntl)"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot"",0.3048]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NAD_1983_2011"",DYNAMIC[FRAMEEPOCH[2010.0],MODEL[""HTDP""]],DATUM[""D_NAD_1983_2011"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101],ANCHOREPOCH[2010.0]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""VERTCON""],PARAMETERFILE[""vertconecw.94""],OPERATIONACCURACY[0.02],ID[""Esri"",""110081""]]","USA - CONUS - onshore - deprecated","Esri","10.8.0","yes","USA - onshore - AZ MI MT ND OR SC",31.33,49.01,-124.6,-78.52,0.02
110082,110082,"PE_VT_ETRS_1989_TO_EVRF_2007_HT_EGG2015","ETRS89_To_EVRF2007_Height_EGG2015","VERTTRAN[""ETRS89_To_EVRF2007_Height_EGG2015"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_EGG2015-qg_g10m15m"",0.0],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""ETRS89_To_EVRF2007_Height_EGG2015"",SOURCECRS[VERTCRS[""ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""EGG2015-qg_g10m15m""],OPERATIONACCURACY[0.1],ID[""Esri"",""110082""]]","Europe, ETRS89 to EVRF2007 height EGG 2015 geoid","Esri","12.9.0","no","Europe - EVRF2007",35.95,71.24,-9.56,31.59,0.1
110083,110083,"PE_VT_NEWLYN_TO_EVRS_2000_1","Newlyn_To_EVRS_2000_1","VERTTRAN[""Newlyn_To_EVRS_2000_1"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Newlyn"",VDATUM[""Ordnance_Datum_Newlyn""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.07],PARAMETER[""Longitude_Of_Evaluation"",-2.25],PARAMETER[""Latitude_Of_Evaluation"",54.58333333333334],PARAMETER[""Inclination_North"",0.044],PARAMETER[""Inclination_East"",0.0],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""Newlyn_To_EVRS_2000_1"",SOURCECRS[VERTCRS[""Newlyn"",VDATUM[""Ordnance_Datum_Newlyn""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.07,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",-2.25,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",54.58333333333334,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",0.044,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",0.0,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1],ID[""Esri"",""110083""]]","Newlyn to EVRS 2000 (1)","Esri","10.0.0","no","UK - Great Britain mainland onshore",49.93,58.71,-7.06,1.8,0.1
