wkid,latestWkid,macro,name,wkt,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,accuracy
8895,8895,"PE_GT_CHTRF95_TO_ETRS_1989_1","CHTRF95_To_ETRS_1989_1","GEOGTRAN[""CHTRF95_To_ETRS_1989_1"",GEOGCS[""GCS_Swiss_TRF_1995"",DATUM[""D_Swiss_TRF_1995"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",0.0],PARAMETER[""Y_Axis_Translation"",0.0],PARAMETER[""Z_Axis_Translation"",0.0]]","CHTRF95 to ETRS1989 (1)","EPSG","9.6(10.8.0)","no","Europe - Liechtenstein and Switzerland",45.82,47.81,5.96,10.49,0.0
8968,8968,"PE_GT_CR05_TO_CR_SIRGAS_1","CR05_To_CR-SIRGAS_1","GEOGTRAN[""CR05_To_CR-SIRGAS_1"",GEOGCS[""GCS_CR05"",DATUM[""D_Costa_Rica_2005"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""CR-SIRGAS"",DATUM[""CR-SIRGAS"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Position_Vector""],PARAMETER[""X_Axis_Translation"",-0.16959],PARAMETER[""Y_Axis_Translation"",0.35312],PARAMETER[""Z_Axis_Translation"",0.51846],PARAMETER[""X_Axis_Rotation"",-0.03385],PARAMETER[""Y_Axis_Rotation"",0.16325],PARAMETER[""Z_Axis_Rotation"",-0.03446],PARAMETER[""Scale_Difference"",0.03693]]","CR05 to CR-SIRGAS (1)","EPSG","9.6.2(10.8.0)","no","Costa Rica",2.15,11.77,-90.45,-81.43,0.5
8969,8969,"PE_GT_CR05_TO_WGS_1984_2","CR05_To_WGS_1984_2","GEOGTRAN[""CR05_To_WGS_1984_2"",GEOGCS[""GCS_CR05"",DATUM[""D_Costa_Rica_2005"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Position_Vector""],PARAMETER[""X_Axis_Translation"",-0.16959],PARAMETER[""Y_Axis_Translation"",0.35312],PARAMETER[""Z_Axis_Translation"",0.51846],PARAMETER[""X_Axis_Rotation"",-0.03385],PARAMETER[""Y_Axis_Rotation"",0.16325],PARAMETER[""Z_Axis_Rotation"",-0.03446],PARAMETER[""Scale_Difference"",0.03693]]","CR05 to WGS 84 (2)","EPSG","9.6.2(10.8.0)","no","Costa Rica",2.15,11.77,-90.45,-81.43,1.0
9105,9105,"PE_GT_ATS_1977_TO_NAD_1983_1","ATS_1977_To_NAD_1983_1_Nova_Scotia","GEOGTRAN[""ATS_1977_To_NAD_1983_1_Nova_Scotia"",GEOGCS[""GCS_ATS_1977"",DATUM[""D_ATS_1977"",SPHEROID[""ATS_1977"",6378135.0,298.257]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_GS7783"",0.0]]","ATS 1977 to NAD 1983 (1)","EPSG","9.8(10.8.0)","no","Canada - Nova Scotia",43.41,47.08,-66.28,-59.73,0.5
9106,9106,"PE_GT_ATS_1977_TO_NAD_1983_CSRS_V6_4","ATS_1977_To_NAD_1983_CSRS_v6_4_Nova_Scotia","GEOGTRAN[""ATS_1977_To_NAD_1983_CSRS_v6_4_Nova_Scotia"",GEOGCS[""GCS_ATS_1977"",DATUM[""D_ATS_1977"",SPHEROID[""ATS_1977"",6378135.0,298.257]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v6"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_6"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_NS778302"",0.0]]","ATS 1977 to NAD 1983 CSRS v6 (4)","EPSG","9.8(10.8.0)","no","Canada - Nova Scotia",43.41,47.08,-66.28,-59.73,0.06
9107,9107,"PE_GT_NAD_1927_TO_NAD_1983_CSRS_V3_5","NAD_1927_To_NAD_1983_CSRS_v3_5_Ontario","GEOGTRAN[""NAD_1927_To_NAD_1983_CSRS_v3_5_Ontario"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_ON27CSv1"",0.0]]","NAD 1927 to NAD 1983 CSRS v3 (5)","EPSG","9.8(10.8.0)","no","Canada - Ontario ex. Toronto",41.67,56.9,-95.16,-74.35,1.5
9108,9108,"PE_GT_NAD_1927_TO_NAD_1983_CSRS_V3_6","NAD_1927_To_NAD_1983_CSRS_v3_6_Toronto","GEOGTRAN[""NAD_1927_To_NAD_1983_CSRS_v3_6_Toronto"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_TOR27CSv1"",0.0]]","NAD 1927 to NAD83 CSRS v3 (6)","EPSG","9.8(10.8.0)","no","Canada - Ontario - Toronto",43.58,43.86,-79.64,-79.11,1.0
9109,9109,"PE_GT_NAD_1927_DEF_1976_TO_NAD_1983_CSRS_V3_1","NAD_1927_Def76_To_NAD_1983_CSRS_v3_1_Ontario","GEOGTRAN[""NAD_1927_Def76_To_NAD_1983_CSRS_v3_1_Ontario"",GEOGCS[""GCS_NAD_1927_Definition_1976"",DATUM[""D_NAD_1927_Definition_1976"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_ON76CSv1"",0.0]]","NAD 1927 Def76 to NAD 1983 CSRS v3 (1)","EPSG","9.8(10.8.0)","no","Canada - Ontario",41.67,56.9,-95.16,-74.35,1.0
9110,9110,"PE_GT_NAD_1983_TO_NAD_1983_CSRS_V3_5","NAD_1983_To_NAD_1983_CSRS_v3_5_Ontario","GEOGTRAN[""NAD_1983_To_NAD_1983_CSRS_v3_5_Ontario"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_ON83CSv1"",0.0]]","NAD 1983 to NAD 1983 CSRS v3 (5)","EPSG","9.8(10.8.0)","no","Canada - Ontario",41.67,56.9,-95.16,-74.35,0.1
9111,9111,"PE_GT_NAD_1927_TO_NAD_1983_9","NAD_1927_To_NAD_1983_9_Saskatchewan","GEOGTRAN[""NAD_1927_To_NAD_1983_9_Saskatchewan"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_SK27-83"",0.0]]","NAD 1927 to NAD 1983 (9)","EPSG","9.8(10.8.0)","no","Canada - Saskatchewan",49.0,60.01,-110.0,-101.34,1.5
9112,9112,"PE_GT_NAD_1927_TO_NAD_1983_CSRS_V2_7","NAD_1927_To_NAD_1983_CSRS_v2_7_British_Columbia","GEOGTRAN[""NAD_1927_To_NAD_1983_CSRS_v2_7_British_Columbia"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v2"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_2"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_BC_27_98"",0.0]]","NAD 1927 to NAD83 CSRS v2 (7)","EPSG","9.8(10.8.0)","no","Canada - British Columbia",48.25,60.01,-139.04,-114.08,1.5
9113,9113,"PE_GT_NAD_1927_TO_NAD_1983_CSRS_V3_8_CRD","NAD_1927_To_NAD_1983_CSRS_v3_8_BC_CRD","GEOGTRAN[""NAD_1927_To_NAD_1983_CSRS_v3_8_BC_CRD"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_CRD27_00"",0.0]]","NAD 1927 to NAD83 CSRS v3 (8) - CRD","EPSG","9.8(10.8.0)","no","Canada - British Columbia - CRD",48.25,49.06,-124.52,-123.0,1.5
9114,9114,"PE_GT_NAD_1927_TO_NAD_1983_CSRS_V3_9","NAD_1927_To_NAD_1983_CSRS_v3_9_BC_NVI","GEOGTRAN[""NAD_1927_To_NAD_1983_CSRS_v3_9_BC_NVI"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_NVI27_05"",0.0]]","NAD 1927 to NAD83 CSRS v3 (9)","EPSG","9.8(10.8.0)","no","Canada - British Columbia - north Vancouver Is",48.48,50.93,-128.5,-123.49,1.5
9115,9115,"PE_GT_NAD_1927_TO_NAD_1983_CSRS_V4_10","NAD_1927_To_NAD_1983_CSRS_v4_10_BC_mainland","GEOGTRAN[""NAD_1927_To_NAD_1983_CSRS_v4_10_BC_mainland"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v4"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_4"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_BC_27_05"",0.0]]","NAD 1927 to NAD83 CSRS v4 (10)","EPSG","9.8(10.8.0)","no","Canada - British Columbia - mainland",48.99,60.01,-139.04,-114.08,1.5
9116,9116,"PE_GT_NAD_1983_TO_NAD_1983_CSRS_V2_6","NAD_1983_To_NAD_1983_CSRS_v2_6_BC","GEOGTRAN[""NAD_1983_To_NAD_1983_CSRS_v2_6_BC"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v2"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_2"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_BC_93_98"",0.0]]","NAD 1983 to NAD 1983 CSRS v2 (6)","EPSG","9.8(10.8.0)","no","Canada - British Columbia",48.25,60.01,-139.04,-114.08,0.1
9117,9117,"PE_GT_NAD_1983_TO_NAD_1983_CSRS_V3_7","NAD_1983_To_NAD_1983_CSRS_v3_7_BC_CRD","GEOGTRAN[""NAD_1983_To_NAD_1983_CSRS_v3_7_BC_CRD"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_CRD93_00"",0.0]]","NAD 1983 to NAD 1983 CSRS v3 (7)","EPSG","9.8(10.8.0)","no","Canada - British Columbia - CRD",48.25,49.06,-124.52,-123.0,0.1
9118,9118,"PE_GT_NAD_1983_TO_NAD_1983_CSRS_V3_8_NVI","NAD_1983_To_NAD_1983_CSRS_v3_8_BC_NVI","GEOGTRAN[""NAD_1983_To_NAD_1983_CSRS_v3_8_BC_NVI"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_NVI93_05"",0.0]]","NAD 1983 to NAD83 CSRS v3 (8) - NVI","EPSG","9.8(10.8.0)","no","Canada - British Columbia - north Vancouver Is",48.48,50.93,-128.5,-123.49,0.1
9119,9119,"PE_GT_NAD_1983_TO_NAD_1983_CSRS_V4_9","NAD_1983_To_NAD_1983_CSRS_v4_9_BC_mainland","GEOGTRAN[""NAD_1983_To_NAD_1983_CSRS_v4_9_BC_mainland"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v4"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_4"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_BC_93_05"",0.0]]","NAD 1983 to NAD 1983 CSRS v4 (9)","EPSG","9.8(10.8.0)","no","Canada - British Columbia - mainland",48.99,60.01,-139.04,-114.08,0.1
9120,9120,"PE_GT_NAD_1983_CSRS_V2_TO_NAD_1983_CSRS_V3_1","NAD_1983_CSRS_v2_To_NAD_1983_CSRS_v3_1_BC_CRD","GEOGTRAN[""NAD_1983_CSRS_v2_To_NAD_1983_CSRS_v3_1_BC_CRD"",GEOGCS[""NAD83(CSRS)v2"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_2"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_CRD98_00"",0.0]]","NAD 1983 CSRS v2 to NAD 1983 CSRS v3 (1)","EPSG","9.8(10.8.0)","no","Canada - British Columbia - CRD",48.25,49.06,-124.52,-123.0,0.1
9121,9121,"PE_GT_NAD_1983_CSRS_V2_TO_NAD_1983_CSRS_V3_2","NAD_1983_CSRS_v2_To_NAD_1983_CSRS_v3_2_BC_NVI","GEOGTRAN[""NAD_1983_CSRS_v2_To_NAD_1983_CSRS_v3_2_BC_NVI"",GEOGCS[""NAD83(CSRS)v2"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_2"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_NVI98_05"",0.0]]","NAD 1983 CSRS v2 to NAD 1983 CSRS v3 (2)","EPSG","9.8(10.8.0)","no","Canada - British Columbia - north Vancouver Is",48.48,50.93,-128.5,-123.49,0.1
9122,9122,"PE_GT_NAD_1983_CSRS_V2_TO_NAD_1983_CSRS_V4_1","NAD_1983_CSRS_v2_To_NAD_1983_CSRS_v4_1_BC_mainland","GEOGTRAN[""NAD_1983_CSRS_v2_To_NAD_1983_CSRS_v4_1_BC_mainland"",GEOGCS[""NAD83(CSRS)v2"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_2"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD83(CSRS)v3"",DATUM[""North_American_Datum_of_1983_(CSRS)_version_3"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NTv2""],PARAMETER[""Dataset_BC_98_05"",0.0]]","NAD 1983 CSRS v2 to NAD 1983 CSRS v4 (1)","EPSG","9.8(10.8.0)","no","Canada - British Columbia - mainland",48.99,60.01,-139.04,-114.08,0.1
9142,9142,"PE_GT_MGI_1901_TO_KOSOVAREF01_1","MGI_1901_To_KOSOVAREF01_1","GEOGTRAN[""MGI_1901_To_KOSOVAREF01_1"",GEOGCS[""GCS_MGI_1901"",DATUM[""D_MGI_1901"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""KOSOVAREF01"",DATUM[""Kosovo_Reference_System_2001"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Position_Vector""],PARAMETER[""X_Axis_Translation"",628.54052],PARAMETER[""Y_Axis_Translation"",192.2538],PARAMETER[""Z_Axis_Translation"",498.43507],PARAMETER[""X_Axis_Rotation"",-13.79189],PARAMETER[""Y_Axis_Rotation"",-0.81467],PARAMETER[""Z_Axis_Rotation"",41.21533],PARAMETER[""Scale_Difference"",-17.40368]]","MGI 1901 to KOSOVAREF01 (1)","EPSG","9.7(10.8.0)","no","Kosovo",41.85,43.25,19.97,21.8,1.0
9143,9143,"PE_GT_MGI_1901_TO_WGS_1984_14","MGI_1901_To_WGS_1984_14","GEOGTRAN[""MGI_1901_To_WGS_1984_14"",GEOGCS[""GCS_MGI_1901"",DATUM[""D_MGI_1901"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Position_Vector""],PARAMETER[""X_Axis_Translation"",628.54052],PARAMETER[""Y_Axis_Translation"",192.2538],PARAMETER[""Z_Axis_Translation"",498.43507],PARAMETER[""X_Axis_Rotation"",-13.79189],PARAMETER[""Y_Axis_Rotation"",-0.81467],PARAMETER[""Z_Axis_Rotation"",41.21533],PARAMETER[""Scale_Difference"",-17.40368]]","MGI 1901 to WGS 84 (14)","EPSG","9.7(10.8.0)","no","Kosovo",41.85,43.25,19.97,21.8,1.0
9144,9144,"PE_GT_KOSOVAREF01_TO_WGS_1984_1","KOSOVAREF01_To_WGS_1984_1","GEOGTRAN[""KOSOVAREF01_To_WGS_1984_1"",GEOGCS[""KOSOVAREF01"",DATUM[""Kosovo_Reference_System_2001"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Geocentric_Translation""],PARAMETER[""X_Axis_Translation"",0.0],PARAMETER[""Y_Axis_Translation"",0.0],PARAMETER[""Z_Axis_Translation"",0.0]]","KOSOVAREF01 to WGS 1984 (1)","EPSG","9.7(10.8.0)","no","Kosovo",41.85,43.25,19.97,21.8,1.0
9181,9181,"PE_GT_HARN_TO_HARN_CORRECTED_NADCON5_3D_PRVI_1","NAD_1983_HARN_To_HARN_Corrected_NADCON5_3D_PRVI_1","GEOGTRAN[""NAD_1983_HARN_To_HARN_Corrected_NADCON5_3D_PRVI_1"",GEOGCS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""NAD_1983_(HARN_Corrected)"",DATUM[""NAD_1983_(High_Accuracy_Reference_Network-Corrected)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""NADCON5""],PARAMETER[""Dataset_nadcon5.nad83_1993.nad83_1997.prvi.lat.trn.20160901"",0.0]]","Caribbean - Puerto Rico and US Virgin Islands - onshore","EPSG","9.8(10.8.0)","no","Caribbean - Puerto Rico and US Virgin Islands - onshore",17.62,18.57,-67.97,-64.51,0.05
9185,9185,"PE_GT_AGD_1966_TO_GDA2020_1","AGD_1966_To_GDA2020_1","GEOGTRAN[""AGD_1966_To_GDA2020_1"",GEOGCS[""GCS_Australian_1966"",DATUM[""D_Australian_1966"",SPHEROID[""Australian"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""GDA2020"",DATUM[""GDA2020"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Coordinate_Frame""],PARAMETER[""X_Axis_Translation"",-136.9703],PARAMETER[""Y_Axis_Translation"",-37.5638],PARAMETER[""Z_Axis_Translation"",124.4242],PARAMETER[""X_Axis_Rotation"",-0.25676],PARAMETER[""Y_Axis_Rotation"",-0.42966],PARAMETER[""Z_Axis_Rotation"",-0.30077],PARAMETER[""Scale_Difference"",-4.61966]]","AGD 1966 to GDA2020 (1)","EPSG","9.7(10.8.0)","no","Australia - Australian Capital Territory",-35.93,-35.12,148.76,149.4,0.05
9186,9186,"PE_GT_ITRF2008_TO_IG05_12_INTERM_CRS","ITRF_2008_To_IG05(2012)_Intermediate_CRS","GEOGTRAN[""ITRF_2008_To_IG05(2012)_Intermediate_CRS"",GEOGCS[""GCS_ITRF_2008"",DATUM[""D_ITRF_2008"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""IG05(2012)_Intermediate_CRS"",DATUM[""IG05(2012)_Intermediate_Datum"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Coordinate_Frame""],PARAMETER[""X_Axis_Translation"",-23.772],PARAMETER[""Y_Axis_Translation"",-17.49],PARAMETER[""Z_Axis_Translation"",-17.859],PARAMETER[""X_Axis_Rotation"",-0.3132],PARAMETER[""Y_Axis_Rotation"",-1.85274],PARAMETER[""Z_Axis_Rotation"",1.67299],PARAMETER[""Scale_Difference"",5.4262]]","ITRF2008 to IG05/12 Intermediate CRS","EPSG","9.7(10.8.0)","no","Asia - Middle East - Israel and Palestine Territory onshore",29.45,33.28,34.17,35.69,0.05
9189,9189,"PE_GT_WGS_1984_TO_IG05_12_INTERM_CRS","WGS_1984_To_IG05(2012)_Intermediate_CRS","GEOGTRAN[""WGS_1984_To_IG05(2012)_Intermediate_CRS"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],GEOGCS[""IG05(2012)_Intermediate_CRS"",DATUM[""IG05(2012)_Intermediate_Datum"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],METHOD[""Coordinate_Frame""],PARAMETER[""X_Axis_Translation"",-23.772],PARAMETER[""Y_Axis_Translation"",-17.49],PARAMETER[""Z_Axis_Translation"",-17.859],PARAMETER[""X_Axis_Rotation"",-0.3132],PARAMETER[""Y_Axis_Rotation"",-1.85274],PARAMETER[""Z_Axis_Rotation"",1.67299],PARAMETER[""Scale_Difference"",5.4262]]","WGS 1984 to IG05/12 Intermediate CRS","EPSG","9.7(10.8.0)","no","Asia - Middle East - Israel and Palestine Territory onshore",29.45,33.28,34.17,35.69,0.1
